,sents,tokens,token_count
126,PHIL.,"['PHIL', '.']",2
127,TRANS.,"['TRANS', '.']",2
128,"A.D.
1668.","['A.D.', '1668', '.']",3
129,"""Whales in the sea God's voice obey.""","['``', 'Whales', 'in', 'the', 'sea', 'God', ""'s"", 'voice', 'obey', '.', ""''""]",11
130,--N. E. PRIMER.,"['--', 'N.', 'E.', 'PRIMER', '.']",5
131,"""We saw also abundance of large whales, there being more in those
southern seas, as I may say, by a hundred to one; than we have to the
northward of us.""","['``', 'We', 'saw', 'also', 'abundance', 'of', 'large', 'whales', ',', 'there', 'being', 'more', 'in', 'those', 'southern', 'seas', ',', 'as', 'I', 'may', 'say', ',', 'by', 'a', 'hundred', 'to', 'one', ';', 'than', 'we', 'have', 'to', 'the', 'northward', 'of', 'us', '.', ""''""]",38
132,"--CAPTAIN COWLEY'S VOYAGE ROUND THE GLOBE, A.D.
1729.","['--', 'CAPTAIN', 'COWLEY', ""'S"", 'VOYAGE', 'ROUND', 'THE', 'GLOBE', ',', 'A.D.', '1729', '.']",12
133,"""... and the breath of the whale is frequendy attended with such an
insupportable smell, as to bring on a disorder of the brain.""","['``', '...', 'and', 'the', 'breath', 'of', 'the', 'whale', 'is', 'frequendy', 'attended', 'with', 'such', 'an', 'insupportable', 'smell', ',', 'as', 'to', 'bring', 'on', 'a', 'disorder', 'of', 'the', 'brain', '.', ""''""]",28
134,--ULLOA'S SOUTH AMERICA.,"['--', 'ULLOA', ""'S"", 'SOUTH', 'AMERICA', '.']",6
135,"""To fifty chosen sylphs of special note,
We trust the important charge, the petticoat.","['``', 'To', 'fifty', 'chosen', 'sylphs', 'of', 'special', 'note', ',', 'We', 'trust', 'the', 'important', 'charge', ',', 'the', 'petticoat', '.']",18
136,"Oft have we known that seven-fold fence to fail,
Tho' stuffed with hoops and armed with ribs of whale.""","['Oft', 'have', 'we', 'known', 'that', 'seven-fold', 'fence', 'to', 'fail', ',', 'Tho', ""'"", 'stuffed', 'with', 'hoops', 'and', 'armed', 'with', 'ribs', 'of', 'whale', '.', ""''""]",23
137,"--RAPE
OF THE LOCK.","['--', 'RAPE', 'OF', 'THE', 'LOCK', '.']",6
138,"""If we compare land animals in respect to magnitude, with those that
take up their abode in the deep, we shall find they will appear
contemptible in the comparison.","['``', 'If', 'we', 'compare', 'land', 'animals', 'in', 'respect', 'to', 'magnitude', ',', 'with', 'those', 'that', 'take', 'up', 'their', 'abode', 'in', 'the', 'deep', ',', 'we', 'shall', 'find', 'they', 'will', 'appear', 'contemptible', 'in', 'the', 'comparison', '.']",33
139,"The whale is doubtless the largest
animal in creation.""","['The', 'whale', 'is', 'doubtless', 'the', 'largest', 'animal', 'in', 'creation', '.', ""''""]",11
140,"--GOLDSMITH, NAT.","['--', 'GOLDSMITH', ',', 'NAT', '.']",5
141,HIST.,"['HIST', '.']",2
142,"""If you should write a fable for little fishes, you would make them
speak like great wales.""","['``', 'If', 'you', 'should', 'write', 'a', 'fable', 'for', 'little', 'fishes', ',', 'you', 'would', 'make', 'them', 'speak', 'like', 'great', 'wales', '.', ""''""]",21
143,--GOLDSMITH TO JOHNSON.,"['--', 'GOLDSMITH', 'TO', 'JOHNSON', '.']",5
144,"""In the afternoon we saw what was supposed to be a rock, but it was
found to be a dead whale, which some Asiatics had killed, and were
then towing ashore.","['``', 'In', 'the', 'afternoon', 'we', 'saw', 'what', 'was', 'supposed', 'to', 'be', 'a', 'rock', ',', 'but', 'it', 'was', 'found', 'to', 'be', 'a', 'dead', 'whale', ',', 'which', 'some', 'Asiatics', 'had', 'killed', ',', 'and', 'were', 'then', 'towing', 'ashore', '.']",36
145,"They seemed to endeavor to conceal themselves
behind the whale, in order to avoid being seen by us.""","['They', 'seemed', 'to', 'endeavor', 'to', 'conceal', 'themselves', 'behind', 'the', 'whale', ',', 'in', 'order', 'to', 'avoid', 'being', 'seen', 'by', 'us', '.', ""''""]",21
146,"--COOK'S
VOYAGES.","['--', ""COOK'S"", 'VOYAGES', '.']",4
147,"""The larger whales, they seldom venture to attack.","['``', 'The', 'larger', 'whales', ',', 'they', 'seldom', 'venture', 'to', 'attack', '.']",11
148,"They stand in so
great dread of some of them, that when out at sea they are afraid to
mention even their names, and carry dung, lime-stone, juniper-wood,
and some other articles of the same nature in their boats, in order
to terrify and prevent their too near approach.""","['They', 'stand', 'in', 'so', 'great', 'dread', 'of', 'some', 'of', 'them', ',', 'that', 'when', 'out', 'at', 'sea', 'they', 'are', 'afraid', 'to', 'mention', 'even', 'their', 'names', ',', 'and', 'carry', 'dung', ',', 'lime-stone', ',', 'juniper-wood', ',', 'and', 'some', 'other', 'articles', 'of', 'the', 'same', 'nature', 'in', 'their', 'boats', ',', 'in', 'order', 'to', 'terrify', 'and', 'prevent', 'their', 'too', 'near', 'approach', '.', ""''""]",57
149,"--UNO VON TROIL'S
LETTERS ON BANKS'S AND SOLANDER'S VOYAGE TO ICELAND IN 1772.","['--', 'UNO', 'VON', ""TROIL'S"", 'LETTERS', 'ON', 'BANKS', ""'S"", 'AND', 'SOLANDER', ""'S"", 'VOYAGE', 'TO', 'ICELAND', 'IN', '1772', '.']",17
150,"""The Spermacetti Whale found by the Nantuckois, is an active, fierce
animal, and requires vast address and boldness in the fishermen.""","['``', 'The', 'Spermacetti', 'Whale', 'found', 'by', 'the', 'Nantuckois', ',', 'is', 'an', 'active', ',', 'fierce', 'animal', ',', 'and', 'requires', 'vast', 'address', 'and', 'boldness', 'in', 'the', 'fishermen', '.', ""''""]",27
151,--THOMAS JEFFERSON'S WHALE MEMORIAL TO THE FRENCH MINISTER IN 1778.,"['--', 'THOMAS', 'JEFFERSON', ""'S"", 'WHALE', 'MEMORIAL', 'TO', 'THE', 'FRENCH', 'MINISTER', 'IN', '1778', '.']",13
152,"""And pray, sir, what in the world is equal to it?""","['``', 'And', 'pray', ',', 'sir', ',', 'what', 'in', 'the', 'world', 'is', 'equal', 'to', 'it', '?', ""''""]",16
153,"--EDMUND BURKE'S
REFERENCE IN PARLIAMENT TO THE NANTUCKET WHALE-FISHERY.","['--', 'EDMUND', ""BURKE'S"", 'REFERENCE', 'IN', 'PARLIAMENT', 'TO', 'THE', 'NANTUCKET', 'WHALE-FISHERY', '.']",11
154,"""Spain--a great whale stranded on the shores of Europe.""","['``', 'Spain', '--', 'a', 'great', 'whale', 'stranded', 'on', 'the', 'shores', 'of', 'Europe', '.', ""''""]",14
155,"--EDMUND
BURKE.","['--', 'EDMUND', 'BURKE', '.']",4
156,(SOMEWHERE.),"['(', 'SOMEWHERE', '.', ')']",4
157,"""A tenth branch of the king's ordinary revenue, said to be grounded
on the consideration of his guarding and protecting the seas from
pirates and robbers, is the right to royal fish, which are whale and
sturgeon.","['``', 'A', 'tenth', 'branch', 'of', 'the', 'king', ""'s"", 'ordinary', 'revenue', ',', 'said', 'to', 'be', 'grounded', 'on', 'the', 'consideration', 'of', 'his', 'guarding', 'and', 'protecting', 'the', 'seas', 'from', 'pirates', 'and', 'robbers', ',', 'is', 'the', 'right', 'to', 'royal', 'fish', ',', 'which', 'are', 'whale', 'and', 'sturgeon', '.']",43
158,"And these, when either thrown ashore or caught near the
coast, are the property of the king.""","['And', 'these', ',', 'when', 'either', 'thrown', 'ashore', 'or', 'caught', 'near', 'the', 'coast', ',', 'are', 'the', 'property', 'of', 'the', 'king', '.', ""''""]",21
159,--BLACKSTONE.,"['--', 'BLACKSTONE', '.']",3
160,"""Soon to the sport of death the crews repair:
Rodmond unerring o'er his head suspends
The barbed steel, and every turn attends.""","['``', 'Soon', 'to', 'the', 'sport', 'of', 'death', 'the', 'crews', 'repair', ':', 'Rodmond', 'unerring', ""o'er"", 'his', 'head', 'suspends', 'The', 'barbed', 'steel', ',', 'and', 'every', 'turn', 'attends', '.', ""''""]",27
161,--FALCONER'S SHIPWRECK.,"['--', 'FALCONER', ""'S"", 'SHIPWRECK', '.']",5
162,"""Bright shone the roofs, the domes, the spires,
And rockets blew self driven,
To hang their momentary fire
Around the vault of heaven.","['``', 'Bright', 'shone', 'the', 'roofs', ',', 'the', 'domes', ',', 'the', 'spires', ',', 'And', 'rockets', 'blew', 'self', 'driven', ',', 'To', 'hang', 'their', 'momentary', 'fire', 'Around', 'the', 'vault', 'of', 'heaven', '.']",29
163,"""So fire with water to compare,
The ocean serves on high,
Up-spouted by a whale in air,
To express unwieldy joy.""","['``', 'So', 'fire', 'with', 'water', 'to', 'compare', ',', 'The', 'ocean', 'serves', 'on', 'high', ',', 'Up-spouted', 'by', 'a', 'whale', 'in', 'air', ',', 'To', 'express', 'unwieldy', 'joy', '.', ""''""]",27
164,"--COWPER, ON THE QUEEN'S
VISIT TO LONDON.","['--', 'COWPER', ',', 'ON', 'THE', ""QUEEN'S"", 'VISIT', 'TO', 'LONDON', '.']",10
165,"""Ten or fifteen gallons of blood are thrown out of the heart at a
stroke, with immense velocity.""","['``', 'Ten', 'or', 'fifteen', 'gallons', 'of', 'blood', 'are', 'thrown', 'out', 'of', 'the', 'heart', 'at', 'a', 'stroke', ',', 'with', 'immense', 'velocity', '.', ""''""]",22
166,"--JOHN HUNTER'S ACCOUNT OF THE
DISSECTION OF A WHALE.","['--', 'JOHN', 'HUNTER', ""'S"", 'ACCOUNT', 'OF', 'THE', 'DISSECTION', 'OF', 'A', 'WHALE', '.']",12
167,(A SMALL SIZED ONE.),"['(', 'A', 'SMALL', 'SIZED', 'ONE', '.', ')']",7
168,"""The aorta of a whale is larger in the bore than the main pipe of the
water-works at London Bridge, and the water roaring in its passage
through that pipe is inferior in impetus and velocity to the blood
gushing from the whale's heart.""","['``', 'The', 'aorta', 'of', 'a', 'whale', 'is', 'larger', 'in', 'the', 'bore', 'than', 'the', 'main', 'pipe', 'of', 'the', 'water-works', 'at', 'London', 'Bridge', ',', 'and', 'the', 'water', 'roaring', 'in', 'its', 'passage', 'through', 'that', 'pipe', 'is', 'inferior', 'in', 'impetus', 'and', 'velocity', 'to', 'the', 'blood', 'gushing', 'from', 'the', 'whale', ""'s"", 'heart', '.', ""''""]",49
169,--PALEY'S THEOLOGY.,"['--', 'PALEY', ""'S"", 'THEOLOGY', '.']",5
170,"""The whale is a mammiferous animal without hind feet.""","['``', 'The', 'whale', 'is', 'a', 'mammiferous', 'animal', 'without', 'hind', 'feet', '.', ""''""]",12
171,"--BARON
CUVIER.","['--', 'BARON', 'CUVIER', '.']",4
172,"""In 40 degrees south, we saw Spermacetti Whales, but did not take any
till the first of May, the sea being then covered with them.""","['``', 'In', '40', 'degrees', 'south', ',', 'we', 'saw', 'Spermacetti', 'Whales', ',', 'but', 'did', 'not', 'take', 'any', 'till', 'the', 'first', 'of', 'May', ',', 'the', 'sea', 'being', 'then', 'covered', 'with', 'them', '.', ""''""]",31
173,"--COLNETT'S VOYAGE FOR THE PURPOSE OF EXTENDING THE SPERMACETI WHALE
FISHERY.","['--', 'COLNETT', ""'S"", 'VOYAGE', 'FOR', 'THE', 'PURPOSE', 'OF', 'EXTENDING', 'THE', 'SPERMACETI', 'WHALE', 'FISHERY', '.']",14
174,"""In the free element beneath me swam,
Floundered and dived, in play, in chace, in battle,
Fishes of every colour, form, and kind;
Which language cannot paint, and mariner
Had never seen; from dread Leviathan
To insect millions peopling every wave:
Gather'd in shoals immense, like floating islands,
Led by mysterious instincts through that waste
And trackless region, though on every side
Assaulted by voracious enemies,
Whales, sharks, and monsters, arm'd in front or jaw,
With swords, saws, spiral horns, or hooked fangs.""","['``', 'In', 'the', 'free', 'element', 'beneath', 'me', 'swam', ',', 'Floundered', 'and', 'dived', ',', 'in', 'play', ',', 'in', 'chace', ',', 'in', 'battle', ',', 'Fishes', 'of', 'every', 'colour', ',', 'form', ',', 'and', 'kind', ';', 'Which', 'language', 'can', 'not', 'paint', ',', 'and', 'mariner', 'Had', 'never', 'seen', ';', 'from', 'dread', 'Leviathan', 'To', 'insect', 'millions', 'peopling', 'every', 'wave', ':', 'Gather', ""'d"", 'in', 'shoals', 'immense', ',', 'like', 'floating', 'islands', ',', 'Led', 'by', 'mysterious', 'instincts', 'through', 'that', 'waste', 'And', 'trackless', 'region', ',', 'though', 'on', 'every', 'side', 'Assaulted', 'by', 'voracious', 'enemies', ',', 'Whales', ',', 'sharks', ',', 'and', 'monsters', ',', 'arm', ""'d"", 'in', 'front', 'or', 'jaw', ',', 'With', 'swords', ',', 'saws', ',', 'spiral', 'horns', ',', 'or', 'hooked', 'fangs', '.', ""''""]",111
175,--MONTGOMERY'S WORLD BEFORE THE FLOOD.,"['--', 'MONTGOMERY', ""'S"", 'WORLD', 'BEFORE', 'THE', 'FLOOD', '.']",8
176,"""Io!","['``', 'Io', '!']",3
177,Paean!,"['Paean', '!']",2
178,Io!,"['Io', '!']",2
179,sing.,"['sing', '.']",2
180,To the finny people's king.,"['To', 'the', 'finny', 'people', ""'s"", 'king', '.']",7
181,"Not a mightier whale than this
In the vast Atlantic is;
Not a fatter fish than he,
Flounders round the Polar Sea.""","['Not', 'a', 'mightier', 'whale', 'than', 'this', 'In', 'the', 'vast', 'Atlantic', 'is', ';', 'Not', 'a', 'fatter', 'fish', 'than', 'he', ',', 'Flounders', 'round', 'the', 'Polar', 'Sea', '.', ""''""]",26
182,"--CHARLES LAMB'S TRIUMPH OF THE
WHALE.","['--', 'CHARLES', 'LAMB', ""'S"", 'TRIUMPH', 'OF', 'THE', 'WHALE', '.']",9
183,"""In the year 1690 some persons were on a high hill observing the
whales spouting and sporting with each other, when one observed:
there--pointing to the sea--is a green pasture where our children's
grand-children will go for bread.""","['``', 'In', 'the', 'year', '1690', 'some', 'persons', 'were', 'on', 'a', 'high', 'hill', 'observing', 'the', 'whales', 'spouting', 'and', 'sporting', 'with', 'each', 'other', ',', 'when', 'one', 'observed', ':', 'there', '--', 'pointing', 'to', 'the', 'sea', '--', 'is', 'a', 'green', 'pasture', 'where', 'our', ""children's"", 'grand-children', 'will', 'go', 'for', 'bread', '.', ""''""]",47
184,"--OBED MACY'S HISTORY OF
NANTUCKET.","['--', 'OBED', 'MACY', ""'S"", 'HISTORY', 'OF', 'NANTUCKET', '.']",8
185,"""I built a cottage for Susan and myself and made a gateway in the
form of a Gothic Arch, by setting up a whale's jaw bones.""","['``', 'I', 'built', 'a', 'cottage', 'for', 'Susan', 'and', 'myself', 'and', 'made', 'a', 'gateway', 'in', 'the', 'form', 'of', 'a', 'Gothic', 'Arch', ',', 'by', 'setting', 'up', 'a', 'whale', ""'s"", 'jaw', 'bones', '.', ""''""]",31
186,--HAWTHORNE'S TWICE TOLD TALES.,"['--', 'HAWTHORNE', ""'S"", 'TWICE', 'TOLD', 'TALES', '.']",7
187,"""She came to bespeak a monument for her first love, who had been
killed by a whale in the Pacific ocean, no less than forty years
ago.""","['``', 'She', 'came', 'to', 'bespeak', 'a', 'monument', 'for', 'her', 'first', 'love', ',', 'who', 'had', 'been', 'killed', 'by', 'a', 'whale', 'in', 'the', 'Pacific', 'ocean', ',', 'no', 'less', 'than', 'forty', 'years', 'ago', '.', ""''""]",32
188,--IBID.,"['--', 'IBID', '.']",3
189,"""No, Sir, 'tis a Right Whale,"" answered Tom; ""I saw his sprout; he
threw up a pair of as pretty rainbows as a Christian would wish to
look at.","['``', 'No', ',', 'Sir', ',', ""'t"", 'is', 'a', 'Right', 'Whale', ',', ""''"", 'answered', 'Tom', ';', '``', 'I', 'saw', 'his', 'sprout', ';', 'he', 'threw', 'up', 'a', 'pair', 'of', 'as', 'pretty', 'rainbows', 'as', 'a', 'Christian', 'would', 'wish', 'to', 'look', 'at', '.']",39
190,"He's a raal oil-butt, that fellow!""","['He', ""'s"", 'a', 'raal', 'oil-butt', ',', 'that', 'fellow', '!', ""''""]",10
191,--COOPER'S PILOT.,"['--', 'COOPER', ""'S"", 'PILOT', '.']",5
192,"""The papers were brought in, and we saw in the Berlin Gazette that
whales had been introduced on the stage there.""","['``', 'The', 'papers', 'were', 'brought', 'in', ',', 'and', 'we', 'saw', 'in', 'the', 'Berlin', 'Gazette', 'that', 'whales', 'had', 'been', 'introduced', 'on', 'the', 'stage', 'there', '.', ""''""]",25
193,"--ECKERMANN'S
CONVERSATIONS WITH GOETHE.","['--', ""ECKERMANN'S"", 'CONVERSATIONS', 'WITH', 'GOETHE', '.']",6
194,"""My God!","['``', 'My', 'God', '!']",4
195,"Mr. Chace, what is the matter?""","['Mr.', 'Chace', ',', 'what', 'is', 'the', 'matter', '?', ""''""]",9
196,"I answered, ""we have been
stove by a whale.""","['I', 'answered', ',', '``', 'we', 'have', 'been', 'stove', 'by', 'a', 'whale', '.', ""''""]",13
197,"--""NARRATIVE OF THE SHIPWRECK OF THE WHALE SHIP
ESSEX OF NANTUCKET, WHICH WAS ATTACKED AND FINALLY DESTROYED BY A
LARGE SPERM WHALE IN THE PACIFIC OCEAN.""","['--', ""''"", 'NARRATIVE', 'OF', 'THE', 'SHIPWRECK', 'OF', 'THE', 'WHALE', 'SHIP', 'ESSEX', 'OF', 'NANTUCKET', ',', 'WHICH', 'WAS', 'ATTACKED', 'AND', 'FINALLY', 'DESTROYED', 'BY', 'A', 'LARGE', 'SPERM', 'WHALE', 'IN', 'THE', 'PACIFIC', 'OCEAN', '.', ""''""]",31
198,"BY OWEN CHACE OF NANTUCKET,
FIRST MATE OF SAID VESSEL.","['BY', 'OWEN', 'CHACE', 'OF', 'NANTUCKET', ',', 'FIRST', 'MATE', 'OF', 'SAID', 'VESSEL', '.']",12
199,"NEW YORK, 1821.","['NEW', 'YORK', ',', '1821', '.']",5
200,"""A mariner sat in the shrouds one night,
The wind was piping free;
Now bright, now dimmed, was the moonlight pale,
And the phospher gleamed in the wake of the whale,
As it floundered in the sea.""","['``', 'A', 'mariner', 'sat', 'in', 'the', 'shrouds', 'one', 'night', ',', 'The', 'wind', 'was', 'piping', 'free', ';', 'Now', 'bright', ',', 'now', 'dimmed', ',', 'was', 'the', 'moonlight', 'pale', ',', 'And', 'the', 'phospher', 'gleamed', 'in', 'the', 'wake', 'of', 'the', 'whale', ',', 'As', 'it', 'floundered', 'in', 'the', 'sea', '.', ""''""]",46
201,--ELIZABETH OAKES SMITH.,"['--', 'ELIZABETH', 'OAKES', 'SMITH', '.']",5
202,"""The quantity of line withdrawn from the boats engaged in the capture
of this one whale, amounted altogether to 10,440 yards or nearly six
English miles.","['``', 'The', 'quantity', 'of', 'line', 'withdrawn', 'from', 'the', 'boats', 'engaged', 'in', 'the', 'capture', 'of', 'this', 'one', 'whale', ',', 'amounted', 'altogether', 'to', '10,440', 'yards', 'or', 'nearly', 'six', 'English', 'miles', '.']",29
203,"...

""Sometimes the whale shakes its tremendous tail in the air, which,
cracking like a whip, resounds to the distance of three or four
miles.""","['...', ""''"", 'Sometimes', 'the', 'whale', 'shakes', 'its', 'tremendous', 'tail', 'in', 'the', 'air', ',', 'which', ',', 'cracking', 'like', 'a', 'whip', ',', 'resounds', 'to', 'the', 'distance', 'of', 'three', 'or', 'four', 'miles', '.', ""''""]",31
204,--SCORESBY.,"['--', 'SCORESBY', '.']",3
205,"""Mad with the agonies he endures from these fresh attacks, the
infuriated Sperm Whale rolls over and over; he rears his enormous
head, and with wide expanded jaws snaps at everything around him; he
rushes at the boats with his head; they are propelled before him with
vast swiftness, and sometimes utterly destroyed.","['``', 'Mad', 'with', 'the', 'agonies', 'he', 'endures', 'from', 'these', 'fresh', 'attacks', ',', 'the', 'infuriated', 'Sperm', 'Whale', 'rolls', 'over', 'and', 'over', ';', 'he', 'rears', 'his', 'enormous', 'head', ',', 'and', 'with', 'wide', 'expanded', 'jaws', 'snaps', 'at', 'everything', 'around', 'him', ';', 'he', 'rushes', 'at', 'the', 'boats', 'with', 'his', 'head', ';', 'they', 'are', 'propelled', 'before', 'him', 'with', 'vast', 'swiftness', ',', 'and', 'sometimes', 'utterly', 'destroyed', '.']",61
206,...,['...'],1
207,"It is a matter
of great astonishment that the consideration of the habits of so
interesting, and, in a commercial point of view, so important an
animal (as the Sperm Whale) should have been so entirely neglected,
or should have excited so little curiosity among the numerous, and
many of them competent observers, that of late years, must have
possessed the most abundant and the most convenient opportunities of
witnessing their habitudes.""","['It', 'is', 'a', 'matter', 'of', 'great', 'astonishment', 'that', 'the', 'consideration', 'of', 'the', 'habits', 'of', 'so', 'interesting', ',', 'and', ',', 'in', 'a', 'commercial', 'point', 'of', 'view', ',', 'so', 'important', 'an', 'animal', '(', 'as', 'the', 'Sperm', 'Whale', ')', 'should', 'have', 'been', 'so', 'entirely', 'neglected', ',', 'or', 'should', 'have', 'excited', 'so', 'little', 'curiosity', 'among', 'the', 'numerous', ',', 'and', 'many', 'of', 'them', 'competent', 'observers', ',', 'that', 'of', 'late', 'years', ',', 'must', 'have', 'possessed', 'the', 'most', 'abundant', 'and', 'the', 'most', 'convenient', 'opportunities', 'of', 'witnessing', 'their', 'habitudes', '.', ""''""]",83
