,sents,tokens,token_count
214,"baleen.  The jaws of it stand for a gate in the garden of Pitferren.""","['baleen', '.', 'The', 'jaws', 'of', 'it', 'stand', 'for', 'a', 'gate', 'in', 'the', 'garden', 'of', 'Pitferren', '.', ""''""]",17
215,--SIBBALD'S FIFE AND KINROSS.,"['--', 'SIBBALD', ""'S"", 'FIFE', 'AND', 'KINROSS', '.']",7
216,,[],0
217,"""Myself have agreed to try whether I can master and kill this","['``', 'Myself', 'have', 'agreed', 'to', 'try', 'whether', 'I', 'can', 'master', 'and', 'kill', 'this']",13
218,"Sperma-ceti whale, for I could never hear of any of that sort that","['Sperma-ceti', 'whale', ',', 'for', 'I', 'could', 'never', 'hear', 'of', 'any', 'of', 'that', 'sort', 'that']",14
219,"was killed by any man, such is his fierceness and swiftness.""","['was', 'killed', 'by', 'any', 'man', ',', 'such', 'is', 'his', 'fierceness', 'and', 'swiftness', '.', ""''""]",14
220,--RICHARD STRAFFORD'S LETTER FROM THE BERMUDAS.  PHIL. TRANS.  A.D.,"['--', 'RICHARD', 'STRAFFORD', ""'S"", 'LETTER', 'FROM', 'THE', 'BERMUDAS', '.', 'PHIL', '.', 'TRANS', '.', 'A.D', '.']",15
221,1668.,"['1668', '.']",2
222,,[],0
223,"""Whales in the sea God's voice obey."" --N. E. PRIMER.","['``', 'Whales', 'in', 'the', 'sea', 'God', ""'s"", 'voice', 'obey', '.', ""''"", '--', 'N.', 'E.', 'PRIMER', '.']",16
224,,[],0
225,"""We saw also abundance of large whales, there being more in those","['``', 'We', 'saw', 'also', 'abundance', 'of', 'large', 'whales', ',', 'there', 'being', 'more', 'in', 'those']",14
226,"southern seas, as I may say, by a hundred to one; than we have to the","['southern', 'seas', ',', 'as', 'I', 'may', 'say', ',', 'by', 'a', 'hundred', 'to', 'one', ';', 'than', 'we', 'have', 'to', 'the']",19
227,"northward of us."" --CAPTAIN COWLEY'S VOYAGE ROUND THE GLOBE, A.D.","['northward', 'of', 'us', '.', ""''"", '--', 'CAPTAIN', 'COWLEY', ""'S"", 'VOYAGE', 'ROUND', 'THE', 'GLOBE', ',', 'A.D', '.']",16
228,1729.,"['1729', '.']",2
229,,[],0
230,"""... and the breath of the whale is frequendy attended with such an","['``', '...', 'and', 'the', 'breath', 'of', 'the', 'whale', 'is', 'frequendy', 'attended', 'with', 'such', 'an']",14
231,"insupportable smell, as to bring on a disorder of the brain.""","['insupportable', 'smell', ',', 'as', 'to', 'bring', 'on', 'a', 'disorder', 'of', 'the', 'brain', '.', ""''""]",14
232,--ULLOA'S SOUTH AMERICA.,"['--', 'ULLOA', ""'S"", 'SOUTH', 'AMERICA', '.']",6
233,,[],0
234,"""To fifty chosen sylphs of special note,","['``', 'To', 'fifty', 'chosen', 'sylphs', 'of', 'special', 'note', ',']",9
235,"We trust the important charge, the petticoat.","['We', 'trust', 'the', 'important', 'charge', ',', 'the', 'petticoat', '.']",9
236,"Oft have we known that seven-fold fence to fail,","['Oft', 'have', 'we', 'known', 'that', 'seven-fold', 'fence', 'to', 'fail', ',']",10
237,"Tho' stuffed with hoops and armed with ribs of whale."" --RAPE","['Tho', ""'"", 'stuffed', 'with', 'hoops', 'and', 'armed', 'with', 'ribs', 'of', 'whale', '.', ""''"", '--', 'RAPE']",15
238,OF THE LOCK.,"['OF', 'THE', 'LOCK', '.']",4
239,,[],0
240,"""If we compare land animals in respect to magnitude, with those that","['``', 'If', 'we', 'compare', 'land', 'animals', 'in', 'respect', 'to', 'magnitude', ',', 'with', 'those', 'that']",14
241,"take up their abode in the deep, we shall find they will appear","['take', 'up', 'their', 'abode', 'in', 'the', 'deep', ',', 'we', 'shall', 'find', 'they', 'will', 'appear']",14
242,contemptible in the comparison.  The whale is doubtless the largest,"['contemptible', 'in', 'the', 'comparison', '.', 'The', 'whale', 'is', 'doubtless', 'the', 'largest']",11
243,"animal in creation."" --GOLDSMITH, NAT. HIST.","['animal', 'in', 'creation', '.', ""''"", '--', 'GOLDSMITH', ',', 'NAT', '.', 'HIST', '.']",12
244,,[],0
245,"""If you should write a fable for little fishes, you would make them","['``', 'If', 'you', 'should', 'write', 'a', 'fable', 'for', 'little', 'fishes', ',', 'you', 'would', 'make', 'them']",15
246,"speak like great wales."" --GOLDSMITH TO JOHNSON.","['speak', 'like', 'great', 'wales', '.', ""''"", '--', 'GOLDSMITH', 'TO', 'JOHNSON', '.']",11
247,,[],0
248,"""In the afternoon we saw what was supposed to be a rock, but it was","['``', 'In', 'the', 'afternoon', 'we', 'saw', 'what', 'was', 'supposed', 'to', 'be', 'a', 'rock', ',', 'but', 'it', 'was']",17
249,"found to be a dead whale, which some Asiatics had killed, and were","['found', 'to', 'be', 'a', 'dead', 'whale', ',', 'which', 'some', 'Asiatics', 'had', 'killed', ',', 'and', 'were']",15
250,then towing ashore.  They seemed to endeavor to conceal themselves,"['then', 'towing', 'ashore', '.', 'They', 'seemed', 'to', 'endeavor', 'to', 'conceal', 'themselves']",11
251,"behind the whale, in order to avoid being seen by us."" --COOK'S","['behind', 'the', 'whale', ',', 'in', 'order', 'to', 'avoid', 'being', 'seen', 'by', 'us', '.', ""''"", '--', 'COOK', ""'S""]",17
252,VOYAGES.,"['VOYAGES', '.']",2
253,,[],0
254,"""The larger whales, they seldom venture to attack.  They stand in so","['``', 'The', 'larger', 'whales', ',', 'they', 'seldom', 'venture', 'to', 'attack', '.', 'They', 'stand', 'in', 'so']",15
255,"great dread of some of them, that when out at sea they are afraid to","['great', 'dread', 'of', 'some', 'of', 'them', ',', 'that', 'when', 'out', 'at', 'sea', 'they', 'are', 'afraid', 'to']",16
256,"mention even their names, and carry dung, lime-stone, juniper-wood,","['mention', 'even', 'their', 'names', ',', 'and', 'carry', 'dung', ',', 'lime-stone', ',', 'juniper-wood', ',']",13
257,"and some other articles of the same nature in their boats, in order","['and', 'some', 'other', 'articles', 'of', 'the', 'same', 'nature', 'in', 'their', 'boats', ',', 'in', 'order']",14
258,"to terrify and prevent their too near approach."" --UNO VON TROIL'S","['to', 'terrify', 'and', 'prevent', 'their', 'too', 'near', 'approach', '.', ""''"", '--', 'UNO', 'VON', 'TROIL', ""'S""]",15
259,LETTERS ON BANKS'S AND SOLANDER'S VOYAGE TO ICELAND IN 1772.,"['LETTERS', 'ON', 'BANKS', ""'S"", 'AND', 'SOLANDER', ""'S"", 'VOYAGE', 'TO', 'ICELAND', 'IN', '1772', '.']",13
260,,[],0
261,"""The Spermacetti Whale found by the Nantuckois, is an active, fierce","['``', 'The', 'Spermacetti', 'Whale', 'found', 'by', 'the', 'Nantuckois', ',', 'is', 'an', 'active', ',', 'fierce']",14
262,"animal, and requires vast address and boldness in the fishermen.""","['animal', ',', 'and', 'requires', 'vast', 'address', 'and', 'boldness', 'in', 'the', 'fishermen', '.', ""''""]",13
263,--THOMAS JEFFERSON'S WHALE MEMORIAL TO THE FRENCH MINISTER IN 1778.,"['--', 'THOMAS', 'JEFFERSON', ""'S"", 'WHALE', 'MEMORIAL', 'TO', 'THE', 'FRENCH', 'MINISTER', 'IN', '1778', '.']",13
264,,[],0
265,"""And pray, sir, what in the world is equal to it?"" --EDMUND BURKE'S","['``', 'And', 'pray', ',', 'sir', ',', 'what', 'in', 'the', 'world', 'is', 'equal', 'to', 'it', '?', ""''"", '--', 'EDMUND', 'BURKE', ""'S""]",20
266,REFERENCE IN PARLIAMENT TO THE NANTUCKET WHALE-FISHERY.,"['REFERENCE', 'IN', 'PARLIAMENT', 'TO', 'THE', 'NANTUCKET', 'WHALE-FISHERY', '.']",8
267,,[],0
268,"""Spain--a great whale stranded on the shores of Europe."" --EDMUND","['``', 'Spain', '--', 'a', 'great', 'whale', 'stranded', 'on', 'the', 'shores', 'of', 'Europe', '.', ""''"", '--', 'EDMUND']",16
269,BURKE. (SOMEWHERE.),"['BURKE', '.', '(', 'SOMEWHERE', '.', ')']",6
270,,[],0
271,"""A tenth branch of the king's ordinary revenue, said to be grounded","['``', 'A', 'tenth', 'branch', 'of', 'the', 'king', ""'s"", 'ordinary', 'revenue', ',', 'said', 'to', 'be', 'grounded']",15
272,on the consideration of his guarding and protecting the seas from,"['on', 'the', 'consideration', 'of', 'his', 'guarding', 'and', 'protecting', 'the', 'seas', 'from']",11
273,"pirates and robbers, is the right to royal fish, which are whale and","['pirates', 'and', 'robbers', ',', 'is', 'the', 'right', 'to', 'royal', 'fish', ',', 'which', 'are', 'whale', 'and']",15
274,"sturgeon.  And these, when either thrown ashore or caught near the","['sturgeon', '.', 'And', 'these', ',', 'when', 'either', 'thrown', 'ashore', 'or', 'caught', 'near', 'the']",13
275,"coast, are the property of the king."" --BLACKSTONE.","['coast', ',', 'are', 'the', 'property', 'of', 'the', 'king', '.', ""''"", '--', 'BLACKSTONE', '.']",13
276,,[],0
277,"""Soon to the sport of death the crews repair:","['``', 'Soon', 'to', 'the', 'sport', 'of', 'death', 'the', 'crews', 'repair', ':']",11
278,Rodmond unerring o'er his head suspends,"['Rodmond', 'unerring', ""o'er"", 'his', 'head', 'suspends']",6
279,"The barbed steel, and every turn attends.""","['The', 'barbed', 'steel', ',', 'and', 'every', 'turn', 'attends', '.', ""''""]",10
280,--FALCONER'S SHIPWRECK.,"['--', 'FALCONER', ""'S"", 'SHIPWRECK', '.']",5
281,,[],0
282,"""Bright shone the roofs, the domes, the spires,","['``', 'Bright', 'shone', 'the', 'roofs', ',', 'the', 'domes', ',', 'the', 'spires', ',']",12
283,"And rockets blew self driven,","['And', 'rockets', 'blew', 'self', 'driven', ',']",6
284,To hang their momentary fire,"['To', 'hang', 'their', 'momentary', 'fire']",5
285,Around the vault of heaven.,"['Around', 'the', 'vault', 'of', 'heaven', '.']",6
286,,[],0
287,"""So fire with water to compare,","['``', 'So', 'fire', 'with', 'water', 'to', 'compare', ',']",8
288,"The ocean serves on high,","['The', 'ocean', 'serves', 'on', 'high', ',']",6
289,"Up-spouted by a whale in air,","['Up-spouted', 'by', 'a', 'whale', 'in', 'air', ',']",7
290,"To express unwieldy joy."" --COWPER, ON THE QUEEN'S","['To', 'express', 'unwieldy', 'joy', '.', ""''"", '--', 'COWPER', ',', 'ON', 'THE', 'QUEEN', ""'S""]",13
291,VISIT TO LONDON.,"['VISIT', 'TO', 'LONDON', '.']",4
292,,[],0
293,"""Ten or fifteen gallons of blood are thrown out of the heart at a","['``', 'Ten', 'or', 'fifteen', 'gallons', 'of', 'blood', 'are', 'thrown', 'out', 'of', 'the', 'heart', 'at', 'a']",15
294,"stroke, with immense velocity."" --JOHN HUNTER'S ACCOUNT OF THE","['stroke', ',', 'with', 'immense', 'velocity', '.', ""''"", '--', 'JOHN', 'HUNTER', ""'S"", 'ACCOUNT', 'OF', 'THE']",14
295,DISSECTION OF A WHALE.  (A SMALL SIZED ONE.),"['DISSECTION', 'OF', 'A', 'WHALE', '.', '(', 'A', 'SMALL', 'SIZED', 'ONE', '.', ')']",12
296,,[],0
297,"""The aorta of a whale is larger in the bore than the main pipe of the","['``', 'The', 'aorta', 'of', 'a', 'whale', 'is', 'larger', 'in', 'the', 'bore', 'than', 'the', 'main', 'pipe', 'of', 'the']",17
298,"water-works at London Bridge, and the water roaring in its passage","['water-works', 'at', 'London', 'Bridge', ',', 'and', 'the', 'water', 'roaring', 'in', 'its', 'passage']",12
299,through that pipe is inferior in impetus and velocity to the blood,"['through', 'that', 'pipe', 'is', 'inferior', 'in', 'impetus', 'and', 'velocity', 'to', 'the', 'blood']",12
300,"gushing from the whale's heart."" --PALEY'S THEOLOGY.","['gushing', 'from', 'the', 'whale', ""'s"", 'heart', '.', ""''"", '--', 'PALEY', ""'S"", 'THEOLOGY', '.']",13
301,,[],0
302,"""The whale is a mammiferous animal without hind feet."" --BARON","['``', 'The', 'whale', 'is', 'a', 'mammiferous', 'animal', 'without', 'hind', 'feet', '.', ""''"", '--', 'BARON']",14
303,CUVIER.,"['CUVIER', '.']",2
304,,[],0
305,"""In 40 degrees south, we saw Spermacetti Whales, but did not take any","['``', 'In', '40', 'degrees', 'south', ',', 'we', 'saw', 'Spermacetti', 'Whales', ',', 'but', 'did', 'not', 'take', 'any']",16
306,"till the first of May, the sea being then covered with them.""","['till', 'the', 'first', 'of', 'May', ',', 'the', 'sea', 'being', 'then', 'covered', 'with', 'them', '.', ""''""]",15
307,--COLNETT'S VOYAGE FOR THE PURPOSE OF EXTENDING THE SPERMACETI WHALE,"['--', 'COLNETT', ""'S"", 'VOYAGE', 'FOR', 'THE', 'PURPOSE', 'OF', 'EXTENDING', 'THE', 'SPERMACETI', 'WHALE']",12
308,FISHERY.,"['FISHERY', '.']",2
309,,[],0
310,"""In the free element beneath me swam,","['``', 'In', 'the', 'free', 'element', 'beneath', 'me', 'swam', ',']",9
311,"Floundered and dived, in play, in chace, in battle,","['Floundered', 'and', 'dived', ',', 'in', 'play', ',', 'in', 'chace', ',', 'in', 'battle', ',']",13
312,"Fishes of every colour, form, and kind;","['Fishes', 'of', 'every', 'colour', ',', 'form', ',', 'and', 'kind', ';']",10
313,"Which language cannot paint, and mariner","['Which', 'language', 'can', 'not', 'paint', ',', 'and', 'mariner']",8
314,Had never seen; from dread Leviathan,"['Had', 'never', 'seen', ';', 'from', 'dread', 'Leviathan']",7
315,To insect millions peopling every wave:,"['To', 'insect', 'millions', 'peopling', 'every', 'wave', ':']",7
316,"Gather'd in shoals immense, like floating islands,","['Gather', ""'d"", 'in', 'shoals', 'immense', ',', 'like', 'floating', 'islands', ',']",10
317,Led by mysterious instincts through that waste,"['Led', 'by', 'mysterious', 'instincts', 'through', 'that', 'waste']",7
318,"And trackless region, though on every side","['And', 'trackless', 'region', ',', 'though', 'on', 'every', 'side']",8
319,"Assaulted by voracious enemies,","['Assaulted', 'by', 'voracious', 'enemies', ',']",5
320,"Whales, sharks, and monsters, arm'd in front or jaw,","['Whales', ',', 'sharks', ',', 'and', 'monsters', ',', 'arm', ""'d"", 'in', 'front', 'or', 'jaw', ',']",14
321,"With swords, saws, spiral horns, or hooked fangs.""","['With', 'swords', ',', 'saws', ',', 'spiral', 'horns', ',', 'or', 'hooked', 'fangs', '.', ""''""]",13
322,--MONTGOMERY'S WORLD BEFORE THE FLOOD.,"['--', 'MONTGOMERY', ""'S"", 'WORLD', 'BEFORE', 'THE', 'FLOOD', '.']",8
323,,[],0
324,"""Io!  Paean!  Io! sing.","['``', 'Io', '!', 'Paean', '!', 'Io', '!', 'sing', '.']",9
325,To the finny people's king.,"['To', 'the', 'finny', 'people', ""'s"", 'king', '.']",7
326,Not a mightier whale than this,"['Not', 'a', 'mightier', 'whale', 'than', 'this']",6
327,In the vast Atlantic is;,"['In', 'the', 'vast', 'Atlantic', 'is', ';']",6
328,"Not a fatter fish than he,","['Not', 'a', 'fatter', 'fish', 'than', 'he', ',']",7
329,"Flounders round the Polar Sea."" --CHARLES LAMB'S TRIUMPH OF THE","['Flounders', 'round', 'the', 'Polar', 'Sea', '.', ""''"", '--', 'CHARLES', 'LAMB', ""'S"", 'TRIUMPH', 'OF', 'THE']",14
330,WHALE.,"['WHALE', '.']",2
331,,[],0
332,"""In the year 1690 some persons were on a high hill observing the","['``', 'In', 'the', 'year', '1690', 'some', 'persons', 'were', 'on', 'a', 'high', 'hill', 'observing', 'the']",14
333,"whales spouting and sporting with each other, when one observed:","['whales', 'spouting', 'and', 'sporting', 'with', 'each', 'other', ',', 'when', 'one', 'observed', ':']",12
334,there--pointing to the sea--is a green pasture where our children's,"['there', '--', 'pointing', 'to', 'the', 'sea', '--', 'is', 'a', 'green', 'pasture', 'where', 'our', 'children', ""'s""]",15
335,"grand-children will go for bread."" --OBED MACY'S HISTORY OF","['grand-children', 'will', 'go', 'for', 'bread', '.', ""''"", '--', 'OBED', 'MACY', ""'S"", 'HISTORY', 'OF']",13
336,NANTUCKET.,"['NANTUCKET', '.']",2
337,,[],0
338,"""I built a cottage for Susan and myself and made a gateway in the","['``', 'I', 'built', 'a', 'cottage', 'for', 'Susan', 'and', 'myself', 'and', 'made', 'a', 'gateway', 'in', 'the']",15
339,"form of a Gothic Arch, by setting up a whale's jaw bones.""","['form', 'of', 'a', 'Gothic', 'Arch', ',', 'by', 'setting', 'up', 'a', 'whale', ""'s"", 'jaw', 'bones', '.', ""''""]",16
340,--HAWTHORNE'S TWICE TOLD TALES.,"['--', 'HAWTHORNE', ""'S"", 'TWICE', 'TOLD', 'TALES', '.']",7
341,,[],0
342,"""She came to bespeak a monument for her first love, who had been","['``', 'She', 'came', 'to', 'bespeak', 'a', 'monument', 'for', 'her', 'first', 'love', ',', 'who', 'had', 'been']",15
343,"killed by a whale in the Pacific ocean, no less than forty years","['killed', 'by', 'a', 'whale', 'in', 'the', 'Pacific', 'ocean', ',', 'no', 'less', 'than', 'forty', 'years']",14
344,"ago."" --IBID.","['ago', '.', ""''"", '--', 'IBID', '.']",6
345,,[],0
346,"""No, Sir, 'tis a Right Whale,"" answered Tom; ""I saw his sprout; he","['``', 'No', ',', 'Sir', ',', ""'t"", 'is', 'a', 'Right', 'Whale', ',', ""''"", 'answered', 'Tom', ';', '``', 'I', 'saw', 'his', 'sprout', ';', 'he']",22
347,threw up a pair of as pretty rainbows as a Christian would wish to,"['threw', 'up', 'a', 'pair', 'of', 'as', 'pretty', 'rainbows', 'as', 'a', 'Christian', 'would', 'wish', 'to']",14
348,"look at.  He's a raal oil-butt, that fellow!"" --COOPER'S PILOT.","['look', 'at', '.', 'He', ""'s"", 'a', 'raal', 'oil-butt', ',', 'that', 'fellow', '!', ""''"", '--', 'COOPER', ""'S"", 'PILOT', '.']",18
349,,[],0
350,"""The papers were brought in, and we saw in the Berlin Gazette that","['``', 'The', 'papers', 'were', 'brought', 'in', ',', 'and', 'we', 'saw', 'in', 'the', 'Berlin', 'Gazette', 'that']",15
351,"whales had been introduced on the stage there."" --ECKERMANN'S","['whales', 'had', 'been', 'introduced', 'on', 'the', 'stage', 'there', '.', ""''"", '--', 'ECKERMANN', ""'S""]",13
352,CONVERSATIONS WITH GOETHE.,"['CONVERSATIONS', 'WITH', 'GOETHE', '.']",4
353,,[],0
354,"""My God!  Mr. Chace, what is the matter?""  I answered, ""we have been","['``', 'My', 'God', '!', 'Mr.', 'Chace', ',', 'what', 'is', 'the', 'matter', '?', ""''"", 'I', 'answered', ',', '``', 'we', 'have', 'been']",20
355,"stove by a whale."" --""NARRATIVE OF THE SHIPWRECK OF THE WHALE SHIP","['stove', 'by', 'a', 'whale', '.', ""''"", '--', ""''"", 'NARRATIVE', 'OF', 'THE', 'SHIPWRECK', 'OF', 'THE', 'WHALE', 'SHIP']",16
356,"ESSEX OF NANTUCKET, WHICH WAS ATTACKED AND FINALLY DESTROYED BY A","['ESSEX', 'OF', 'NANTUCKET', ',', 'WHICH', 'WAS', 'ATTACKED', 'AND', 'FINALLY', 'DESTROYED', 'BY', 'A']",12
357,"LARGE SPERM WHALE IN THE PACIFIC OCEAN.""  BY OWEN CHACE OF NANTUCKET,","['LARGE', 'SPERM', 'WHALE', 'IN', 'THE', 'PACIFIC', 'OCEAN', '.', ""''"", 'BY', 'OWEN', 'CHACE', 'OF', 'NANTUCKET', ',']",15
358,"FIRST MATE OF SAID VESSEL.  NEW YORK, 1821.","['FIRST', 'MATE', 'OF', 'SAID', 'VESSEL', '.', 'NEW', 'YORK', ',', '1821', '.']",11
359,,[],0
360,"""A mariner sat in the shrouds one night,","['``', 'A', 'mariner', 'sat', 'in', 'the', 'shrouds', 'one', 'night', ',']",10
361,The wind was piping free;,"['The', 'wind', 'was', 'piping', 'free', ';']",6
362,"Now bright, now dimmed, was the moonlight pale,","['Now', 'bright', ',', 'now', 'dimmed', ',', 'was', 'the', 'moonlight', 'pale', ',']",11
363,"And the phospher gleamed in the wake of the whale,","['And', 'the', 'phospher', 'gleamed', 'in', 'the', 'wake', 'of', 'the', 'whale', ',']",11
364,"As it floundered in the sea."" --ELIZABETH OAKES SMITH.","['As', 'it', 'floundered', 'in', 'the', 'sea', '.', ""''"", '--', 'ELIZABETH', 'OAKES', 'SMITH', '.']",13
